time_s,body,x_m,y_m,vx_m_s,vy_m_s,speed_m_s,radius_from_central_m,kinetic_J,potential_J,total_energy_J,angular_momentum_kg_m2_s
2505600.0,StarA,-66660230087.20825,-43541240610.6212,13571.945305041081,-16623.936013943694,21460.49738376818,0.0,8.98095876817192e+38,-1.9125794775936756e+39,-1.0144836007764836e+39,6.942480172848452e+45
2505600.0,StarB,47370869321.798874,53184313192.9638,-13654.738091909025,15237.977203804878,20460.88516223842,149529008526.89783,8.98095876817192e+38,-1.9125794775936756e+39,-1.0144836007764836e+39,6.942480172848452e+45
2505600.0,Planet,-52609153231.457825,189660537691.63312,-15275.589973909693,-14690.336662447942,21193.15078762647,233624703668.38345,8.98095876817192e+38,-1.9125794775936756e+39,-1.0144836007764836e+39,6.942480172848452e+45
2505600.0,Perturber,241120959745.20065,-120552648010.38763,1036.0568091308448,17325.588156057012,17356.538210860177,317269629312.90186,8.98095876817192e+38,-1.9125794775936756e+39,-1.0144836007764836e+39,6.942480172848452e+45
2592000.0,StarA,-65470449690.08272,-44963176552.734406,13967.922634122779,-16289.645232663732,21458.22463576341,0.0,8.983798704248057e+38,-1.9128634710425724e+39,-1.0144836006177667e+39,6.942480172848452e+45
2592000.0,StarB,46174754397.1127,54486018257.85105,-14031.747378936985,14892.506034906914,20461.590126528383,149515196365.27014,8.983798704248057e+38,-1.9128634710425724e+39,-1.0144836006177667e+39,6.942480172848452e+45
2592000.0,Planet,-53918973529.18475,188368034893.14725,-15042.424182466417,-15229.657104923424,21406.003382668026,233616974632.19263,8.983798704248057e+38,-1.9128634710425724e+39,-1.0144836006177667e+39,6.942480172848452e+45
2592000.0,Perturber,241200239688.04672,-119049664997.0163,798.9387761200846,17465.383496355444,17483.647326652223,315492820035.0396,8.983798704248057e+38,-1.9128634710425724e+39,-1.0144836006177667e+39,6.942480172848452e+45
2678400.0,StarA,-64246803828.16837,-46355822760.18095,14355.83115593035,-15945.964868543115,21456.087335914526,0.0,8.98695428797193e+38,-1.913179029276381e+39,-1.014483600479188e+39,6.942480172848452e+45
2678400.0,StarB,44946416771.61097,55757473781.21849,-14400.596081303971,14537.788364289123,20462.75783030546,149500116239.09814,8.98695428797193e+38,-1.913179029276381e+39,-1.014483600479188e+39,6.942480172848452e+45
